loan_id,origination_month,original_balance,original_term_months,original_interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,property_type,occupancy_type,servicer_name,vintage
LN100615,2019-11-01,177100.0,180,4.656,620-659,71-80,44-50,AZ,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN100616,2020-12-01,328600.0,360,4.545,660-699,<=60,37-43,TX,Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN100617,2019-06-01,248700.0,360,4.387,620-659,61-70,>50,TX,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN100618,2022-12-01,359400.0,360,5.416,620-659,<=60,31-36,GA,Purchase,Multi-Family,Primary,Highland Capital Servicing,2022
LN100619,2019-12-01,209700.0,360,4.901,<620,81-90,31-36,CA,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN100620,2020-12-01,197300.0,360,3.433,780+,71-80,31-36,NC,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN100621,2024-01-01,321100.0,360,6.599,<620,71-80,37-43,FL,Refinance,Condo,Primary,Highland Capital Servicing,2024
LN100622,2022-01-01,271300.0,180,4.484,620-659,81-90,31-36,AZ,Refinance,Single Family,Primary,Apex Mortgage Co,2022
LN100623,2021-05-01,159700.0,360,3.943,740-779,81-90,37-43,GA,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN100624,2021-10-01,423200.0,360,4.134,700-739,91-95,44-50,CA,Purchase,Single Family,Investment,Highland Capital Servicing,2021
LN100625,2023-01-01,321100.0,360,4.384,740-779,>95,44-50,CA,Refinance,Single Family,Primary,Meridian Loan Services,2023
LN100626,2020-04-01,223400.0,360,3.816,740-779,81-90,21-30,CA,Refinance,Single Family,Primary,Cornerstone Servicing,2020
LN100627,2022-04-01,187100.0,360,3.726,780+,81-90,31-36,AZ,Purchase,Single Family,Primary,Apex Mortgage Co,2022
LN100628,2023-07-01,272100.0,360,5.204,740-779,81-90,21-30,GA,Refinance,Single Family,Investment,Apex Mortgage Co,2023
LN100629,2021-12-01,310900.0,360,4.081,700-739,71-80,<=20,NY,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN100630,2021-04-01,112700.0,360,4.175,740-779,81-90,37-43,TX,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN100631,2019-10-01,273500.0,360,3.96,700-739,<=60,31-36,MI,Refinance,Single Family,Second Home,Apex Mortgage Co,2019
LN100632,2020-04-01,309800.0,180,4.396,660-699,81-90,37-43,TX,Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN100633,2023-11-01,80100.0,360,5.809,700-739,>95,<=20,NC,Cash-Out Refinance,Multi-Family,Primary,Highland Capital Servicing,2023
LN100634,2021-10-01,252300.0,180,4.407,620-659,<=60,>50,PA,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN100635,2020-07-01,315700.0,360,4.084,740-779,91-95,>50,FL,Purchase,Single Family,Investment,Sunrise Servicing,2020
LN100636,2021-02-01,300000.0,180,4.635,660-699,91-95,31-36,IL,Refinance,Single Family,Primary,Sunrise Servicing,2021
LN100637,2021-12-01,331400.0,360,4.418,620-659,61-70,44-50,TX,Purchase,Condo,Primary,Cornerstone Servicing,2021
LN100638,2021-10-01,199300.0,360,4.338,660-699,71-80,21-30,FL,Purchase,Single Family,Second Home,Meridian Loan Services,2021
LN100639,2022-08-01,144600.0,360,4.209,780+,91-95,37-43,AZ,Refinance,Single Family,Primary,Sunrise Servicing,2022
LN100640,2020-04-01,102800.0,360,4.466,660-699,>95,44-50,GA,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN100641,2022-05-01,377600.0,180,4.101,740-779,61-70,44-50,MI,Purchase,Single Family,Primary,Cornerstone Servicing,2022
LN100642,2021-04-01,316900.0,360,3.19,780+,71-80,44-50,IL,Purchase,Condo,Primary,Meridian Loan Services,2021
LN100643,2023-11-01,390700.0,360,6.781,<620,81-90,31-36,TX,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2023
LN100644,2019-10-01,166700.0,360,3.742,740-779,61-70,44-50,NC,Purchase,Condo,Primary,Sunrise Servicing,2019
LN100645,2019-10-01,331600.0,360,4.642,660-699,71-80,37-43,IL,Purchase,Single Family,Second Home,Sunrise Servicing,2019
LN100646,2021-05-01,117500.0,360,4.014,660-699,<=60,21-30,TX,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN100647,2021-08-01,156200.0,180,3.872,740-779,61-70,21-30,NY,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN100648,2022-07-01,244400.0,360,4.087,780+,71-80,37-43,GA,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN100649,2021-02-01,311300.0,360,4.507,660-699,81-90,37-43,NC,Refinance,Condo,Primary,Meridian Loan Services,2021
LN100650,2023-09-01,491700.0,360,5.41,700-739,81-90,31-36,TX,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN100651,2021-06-01,207300.0,360,4.234,660-699,81-90,44-50,MI,Purchase,Single Family,Primary,Apex Mortgage Co,2021
LN100652,2019-09-01,156400.0,360,3.721,700-739,71-80,37-43,FL,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN100653,2019-08-01,152900.0,360,3.449,740-779,61-70,31-36,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN100654,2024-01-01,169500.0,360,5.268,700-739,<=60,31-36,TX,Purchase,Condo,Primary,Apex Mortgage Co,2024
LN100655,2019-09-01,627500.0,360,3.929,740-779,61-70,37-43,PA,Refinance,Single Family,Primary,Cornerstone Servicing,2019
LN100656,2023-11-01,324700.0,360,5.88,620-659,71-80,37-43,FL,Refinance,Condo,Primary,Sunrise Servicing,2023
LN100657,2020-06-01,381000.0,360,3.78,740-779,61-70,37-43,NY,Refinance,Condo,Primary,Apex Mortgage Co,2020
LN100658,2019-06-01,207400.0,360,3.59,740-779,<=60,31-36,TX,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN100659,2020-07-01,230800.0,180,3.818,740-779,61-70,37-43,GA,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN100660,2022-03-01,316400.0,360,5.273,<620,81-90,37-43,PA,Refinance,Single Family,Primary,Sunrise Servicing,2022
LN100661,2021-03-01,183900.0,360,4.389,700-739,81-90,44-50,FL,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN100662,2023-01-01,202600.0,360,4.913,700-739,91-95,<=20,AZ,Purchase,Single Family,Primary,Cornerstone Servicing,2023
LN100663,2022-02-01,170500.0,180,4.842,620-659,81-90,37-43,CA,Refinance,Condo,Investment,Cornerstone Servicing,2022
LN100664,2021-01-01,188800.0,180,4.396,660-699,71-80,31-36,CA,Purchase,Manufactured,Primary,Apex Mortgage Co,2021
LN100665,2022-04-01,236100.0,360,4.495,700-739,61-70,<=20,OH,Purchase,Single Family,Primary,Sunrise Servicing,2022
LN100666,2024-01-01,159600.0,180,5.799,740-779,71-80,37-43,NC,Refinance,Multi-Family,Primary,Highland Capital Servicing,2024
LN100667,2021-02-01,262700.0,180,4.064,660-699,<=60,37-43,TX,Purchase,Manufactured,Primary,Meridian Loan Services,2021
LN100668,2019-10-01,262500.0,360,3.31,740-779,71-80,31-36,IL,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2019
LN100669,2021-02-01,213100.0,180,4.277,700-739,71-80,44-50,FL,Purchase,Condo,Investment,Sunrise Servicing,2021
LN100670,2023-05-01,159200.0,360,5.013,740-779,71-80,21-30,IL,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN100671,2020-02-01,242100.0,360,4.362,700-739,61-70,21-30,GA,Purchase,Single Family,Second Home,Meridian Loan Services,2020
LN100672,2023-11-01,184000.0,180,5.808,700-739,81-90,31-36,AZ,Purchase,Single Family,Primary,Sunrise Servicing,2023
LN100673,2022-01-01,235900.0,360,4.497,700-739,91-95,31-36,NY,Cash-Out Refinance,Single Family,Second Home,Apex Mortgage Co,2022
LN100674,2022-02-01,378600.0,180,3.957,780+,81-90,37-43,GA,Cash-Out Refinance,Condo,Investment,Cornerstone Servicing,2022
LN100675,2020-08-01,131400.0,180,4.475,700-739,81-90,44-50,OH,Cash-Out Refinance,Single Family,Investment,Sunrise Servicing,2020
LN100676,2023-10-01,614200.0,360,5.665,700-739,71-80,37-43,FL,Purchase,Condo,Primary,Sunrise Servicing,2023
LN100677,2019-03-01,223500.0,360,3.517,700-739,<=60,21-30,TX,Purchase,Single Family,Second Home,Sunrise Servicing,2019
LN100678,2020-07-01,278000.0,360,3.905,740-779,81-90,31-36,AZ,Purchase,Condo,Primary,Apex Mortgage Co,2020
LN100679,2021-02-01,164600.0,360,5.123,<620,71-80,21-30,TX,Purchase,Single Family,Primary,Cornerstone Servicing,2021
LN100680,2021-06-01,386200.0,360,3.971,700-739,61-70,37-43,PA,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2021
LN100681,2021-06-01,218300.0,360,4.063,700-739,71-80,21-30,CA,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN100682,2019-10-01,193400.0,360,3.89,780+,91-95,31-36,PA,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN100683,2020-03-01,178300.0,360,3.992,700-739,81-90,44-50,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN100684,2019-06-01,204700.0,360,4.123,700-739,71-80,37-43,AZ,Refinance,Single Family,Primary,Meridian Loan Services,2019
LN100685,2021-12-01,278800.0,180,3.567,780+,81-90,21-30,GA,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN100686,2020-10-01,249600.0,360,3.933,700-739,71-80,31-36,CA,Refinance,Single Family,Primary,Meridian Loan Services,2020
LN100687,2021-12-01,226900.0,360,4.408,620-659,71-80,37-43,GA,Refinance,Single Family,Second Home,Cornerstone Servicing,2021
LN100688,2022-01-01,167700.0,180,3.938,660-699,61-70,31-36,OH,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2022
LN100689,2022-08-01,163400.0,360,5.253,620-659,71-80,<=20,FL,Purchase,Multi-Family,Second Home,Highland Capital Servicing,2022
LN100690,2021-10-01,187700.0,360,5.004,<620,81-90,44-50,TX,Purchase,Single Family,Second Home,Highland Capital Servicing,2021
LN100691,2022-05-01,284100.0,180,4.093,700-739,<=60,31-36,NC,Purchase,Multi-Family,Primary,Sunrise Servicing,2022
LN100692,2022-01-01,311100.0,360,3.463,740-779,81-90,31-36,NC,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2022
LN100693,2022-05-01,330600.0,360,4.124,740-779,61-70,21-30,FL,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2022
LN100694,2022-03-01,230800.0,360,5.149,<620,81-90,31-36,MI,Refinance,Multi-Family,Primary,Cornerstone Servicing,2022
LN100695,2020-08-01,274500.0,360,4.039,700-739,81-90,31-36,TX,Purchase,Condo,Primary,Apex Mortgage Co,2020
LN100696,2020-04-01,214100.0,360,4.614,620-659,81-90,21-30,CA,Purchase,Single Family,Primary,Sunrise Servicing,2020
LN100697,2023-01-01,105400.0,360,4.274,780+,81-90,37-43,OH,Refinance,Single Family,Primary,Meridian Loan Services,2023
LN100698,2020-10-01,209600.0,360,5.038,620-659,>95,31-36,CA,Purchase,Single Family,Primary,Cornerstone Servicing,2020
LN100699,2021-11-01,195100.0,360,3.696,740-779,71-80,44-50,TX,Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN100700,2020-01-01,144700.0,360,4.177,660-699,81-90,>50,IL,Cash-Out Refinance,Condo,Primary,Sunrise Servicing,2020
LN100701,2021-03-01,178900.0,360,3.888,740-779,81-90,21-30,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN100702,2021-09-01,245400.0,360,4.176,700-739,61-70,21-30,TX,Purchase,Single Family,Investment,Sunrise Servicing,2021
LN100703,2022-03-01,138700.0,360,3.832,740-779,61-70,44-50,NC,Purchase,Single Family,Primary,Meridian Loan Services,2022
LN100704,2021-09-01,167700.0,180,4.36,660-699,71-80,>50,IL,Purchase,Single Family,Primary,Apex Mortgage Co,2021
LN100705,2020-11-01,463500.0,180,3.363,780+,61-70,44-50,MI,Refinance,Single Family,Primary,Meridian Loan Services,2020
LN100706,2023-12-01,112300.0,180,5.562,700-739,71-80,<=20,OH,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN100707,2021-08-01,212700.0,360,3.541,740-779,71-80,21-30,NY,Purchase,Multi-Family,Primary,Sunrise Servicing,2021
LN100708,2023-03-01,136600.0,180,4.151,780+,81-90,<=20,TX,Purchase,Single Family,Primary,Cornerstone Servicing,2023
LN100709,2022-10-01,164700.0,360,4.33,780+,61-70,44-50,PA,Purchase,Single Family,Primary,Apex Mortgage Co,2022
LN100710,2021-11-01,211300.0,360,4.535,660-699,81-90,37-43,TX,Refinance,Single Family,Investment,Meridian Loan Services,2021
LN100711,2023-07-01,148100.0,360,5.57,660-699,71-80,31-36,TX,Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN100712,2019-08-01,299000.0,360,4.418,660-699,81-90,31-36,MI,Purchase,Single Family,Primary,Apex Mortgage Co,2019
LN100713,2023-10-01,424200.0,180,5.697,660-699,<=60,21-30,NC,Purchase,Single Family,Second Home,Apex Mortgage Co,2023
LN100714,2023-05-01,337300.0,360,4.952,700-739,71-80,37-43,OH,Purchase,Manufactured,Primary,Sunrise Servicing,2023
LN100715,2021-08-01,366300.0,360,3.2,780+,<=60,<=20,CA,Purchase,Manufactured,Second Home,Cornerstone Servicing,2021
LN100716,2022-10-01,124100.0,180,4.159,780+,81-90,37-43,CA,Purchase,Condo,Primary,Cornerstone Servicing,2022
LN100717,2021-09-01,207000.0,360,4.549,700-739,71-80,37-43,NY,Cash-Out Refinance,Condo,Primary,Sunrise Servicing,2021
LN100718,2020-05-01,285000.0,360,4.256,740-779,>95,37-43,NC,Purchase,Single Family,Primary,Cornerstone Servicing,2020
LN100719,2023-02-01,341800.0,180,4.375,780+,71-80,31-36,NY,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN100720,2020-04-01,508400.0,360,3.8,780+,71-80,44-50,CA,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN100721,2020-08-01,373600.0,180,4.57,660-699,61-70,37-43,TX,Refinance,Condo,Second Home,Cornerstone Servicing,2020
LN100722,2021-09-01,345700.0,180,3.851,700-739,81-90,21-30,OH,Purchase,Single Family,Primary,Apex Mortgage Co,2021
LN100723,2023-04-01,755500.0,180,4.721,740-779,71-80,21-30,GA,Cash-Out Refinance,Single Family,Investment,Highland Capital Servicing,2023
LN100724,2020-12-01,241200.0,360,4.431,660-699,71-80,37-43,CA,Purchase,Single Family,Primary,Sunrise Servicing,2020
LN100725,2021-07-01,202800.0,360,4.063,700-739,61-70,21-30,CA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2021
LN100726,2019-03-01,250100.0,360,3.128,780+,<=60,21-30,TX,Refinance,Condo,Investment,Apex Mortgage Co,2019
LN100727,2019-08-01,153000.0,360,3.199,780+,<=60,21-30,CA,Purchase,Single Family,Investment,Meridian Loan Services,2019
LN100728,2019-04-01,238100.0,360,3.485,780+,>95,21-30,IL,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN100729,2019-05-01,106200.0,360,3.846,740-779,71-80,31-36,CA,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN100730,2023-06-01,182000.0,360,4.982,660-699,<=60,37-43,GA,Cash-Out Refinance,Condo,Primary,Highland Capital Servicing,2023
LN100731,2023-05-01,219300.0,360,5.553,660-699,>95,21-30,PA,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2023
LN100732,2023-03-01,354100.0,360,4.474,700-739,<=60,37-43,AZ,Purchase,Single Family,Second Home,Cornerstone Servicing,2023
LN100733,2019-04-01,380800.0,360,3.731,700-739,71-80,21-30,AZ,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN100734,2019-05-01,149700.0,180,4.08,700-739,81-90,21-30,TX,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN100735,2020-06-01,587800.0,360,4.057,740-779,91-95,21-30,CA,Purchase,Condo,Primary,Meridian Loan Services,2020
LN100736,2021-12-01,246900.0,360,4.041,700-739,81-90,44-50,FL,Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN100737,2020-09-01,257300.0,360,4.049,740-779,71-80,>50,NC,Purchase,Multi-Family,Primary,Sunrise Servicing,2020
LN100738,2021-07-01,111500.0,360,4.831,660-699,>95,31-36,CA,Purchase,Single Family,Primary,Apex Mortgage Co,2021
LN100739,2019-11-01,174700.0,180,4.137,660-699,<=60,<=20,FL,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2019
LN100740,2022-10-01,370400.0,360,5.664,620-659,>95,21-30,FL,Refinance,Manufactured,Investment,Meridian Loan Services,2022
LN100741,2020-08-01,249300.0,360,4.772,620-659,91-95,21-30,TX,Refinance,Single Family,Investment,Apex Mortgage Co,2020
LN100742,2019-05-01,242400.0,360,3.622,780+,91-95,44-50,NC,Purchase,Condo,Primary,Sunrise Servicing,2019
LN100743,2022-11-01,255800.0,360,4.514,700-739,61-70,<=20,GA,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2022
LN100744,2023-08-01,120600.0,360,5.934,660-699,61-70,>50,IL,Refinance,Single Family,Investment,Apex Mortgage Co,2023
LN100745,2019-01-01,221100.0,180,3.977,740-779,81-90,37-43,WA,Purchase,Single Family,Investment,Meridian Loan Services,2019
LN100746,2021-04-01,435300.0,360,3.866,700-739,71-80,31-36,CA,Purchase,Single Family,Investment,Apex Mortgage Co,2021
LN100747,2023-04-01,376600.0,360,5.807,<620,71-80,44-50,CA,Cash-Out Refinance,Condo,Primary,Highland Capital Servicing,2023
LN100748,2022-08-01,218300.0,360,5.101,660-699,91-95,<=20,FL,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN100749,2023-06-01,466800.0,360,5.743,620-659,81-90,37-43,GA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2023
LN100750,2021-02-01,131100.0,360,3.972,740-779,71-80,21-30,OH,Refinance,Single Family,Primary,Apex Mortgage Co,2021
LN100751,2020-12-01,149200.0,180,4.362,660-699,71-80,44-50,CA,Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN100752,2022-08-01,534300.0,360,5.681,<620,61-70,31-36,AZ,Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN100753,2019-10-01,299600.0,360,4.838,<620,61-70,<=20,FL,Cash-Out Refinance,Manufactured,Primary,Apex Mortgage Co,2019
LN100754,2020-03-01,202800.0,360,4.467,700-739,61-70,44-50,FL,Purchase,Single Family,Primary,Sunrise Servicing,2020
LN100755,2022-02-01,225300.0,180,5.245,<620,81-90,<=20,OH,Purchase,Single Family,Primary,Sunrise Servicing,2022
LN100756,2022-06-01,160700.0,360,3.69,780+,81-90,21-30,AZ,Refinance,Single Family,Primary,Meridian Loan Services,2022
LN100757,2019-08-01,261600.0,360,4.996,620-659,71-80,44-50,GA,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN100758,2021-08-01,252400.0,180,4.245,700-739,71-80,31-36,AZ,Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN100759,2020-11-01,233000.0,180,4.264,700-739,81-90,44-50,TX,Refinance,Condo,Investment,Highland Capital Servicing,2020
LN100760,2021-08-01,137100.0,360,4.235,700-739,81-90,37-43,OH,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN100761,2023-12-01,260200.0,180,6.563,<620,91-95,37-43,MI,Refinance,Condo,Primary,Apex Mortgage Co,2023
LN100762,2019-05-01,182000.0,360,3.276,740-779,71-80,21-30,IL,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN100763,2024-02-01,148200.0,360,5.14,780+,81-90,21-30,FL,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2024
LN100764,2021-04-01,408400.0,360,5.281,<620,71-80,>50,AZ,Purchase,Multi-Family,Primary,Meridian Loan Services,2021
LN100765,2022-12-01,613200.0,360,5.507,620-659,71-80,21-30,CA,Refinance,Condo,Primary,Apex Mortgage Co,2022
LN100766,2021-03-01,553600.0,360,4.021,780+,91-95,31-36,NY,Cash-Out Refinance,Multi-Family,Investment,Apex Mortgage Co,2021
LN100767,2020-08-01,309500.0,180,4.366,700-739,71-80,21-30,MI,Purchase,Single Family,Primary,Meridian Loan Services,2020
LN100768,2022-12-01,204900.0,360,5.432,620-659,71-80,21-30,WA,Purchase,Manufactured,Investment,Sunrise Servicing,2022
LN100769,2022-07-01,223800.0,180,5.037,660-699,71-80,37-43,AZ,Purchase,Condo,Primary,Cornerstone Servicing,2022
LN100770,2019-09-01,277200.0,180,3.994,740-779,71-80,44-50,WA,Refinance,Condo,Primary,Sunrise Servicing,2019
LN100771,2022-08-01,191200.0,180,4.24,740-779,71-80,37-43,CA,Purchase,Single Family,Primary,Cornerstone Servicing,2022
LN100772,2022-11-01,418100.0,360,4.87,700-739,81-90,44-50,WA,Purchase,Manufactured,Primary,Sunrise Servicing,2022
LN100773,2021-01-01,92400.0,180,3.583,780+,71-80,21-30,NY,Cash-Out Refinance,Single Family,Investment,Sunrise Servicing,2021
LN100774,2023-10-01,202200.0,180,4.926,700-739,61-70,31-36,GA,Purchase,Condo,Primary,Cornerstone Servicing,2023
LN100775,2022-04-01,331200.0,360,4.831,660-699,91-95,<=20,FL,Purchase,Condo,Primary,Cornerstone Servicing,2022
LN100776,2020-09-01,157900.0,180,4.268,700-739,71-80,37-43,PA,Refinance,Condo,Primary,Cornerstone Servicing,2020
LN100777,2019-01-01,207300.0,360,4.458,660-699,91-95,21-30,OH,Purchase,Condo,Investment,Highland Capital Servicing,2019
LN100778,2022-06-01,301700.0,360,4.768,660-699,61-70,37-43,MI,Purchase,Single Family,Primary,Apex Mortgage Co,2022
LN100779,2020-01-01,457400.0,360,4.926,<620,71-80,21-30,TX,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2020
LN100780,2022-11-01,129000.0,180,4.733,660-699,71-80,44-50,TX,Refinance,Single Family,Primary,Apex Mortgage Co,2022
LN100781,2021-09-01,124800.0,180,4.239,740-779,91-95,44-50,NY,Purchase,Condo,Primary,Apex Mortgage Co,2021
LN100782,2021-05-01,150900.0,360,4.843,<620,61-70,44-50,CA,Refinance,Condo,Primary,Highland Capital Servicing,2021
LN100783,2019-11-01,115600.0,360,4.047,700-739,91-95,<=20,GA,Purchase,Condo,Primary,Sunrise Servicing,2019
